pdb_id,model_number,plddt,cdr1a_plddt,cdr1b_plddt,cdr2a_plddt,cdr2b_plddt,cdr3a_plddt,cdr3b_plddt,iptm_mean,iptm_tcrpmhc,pdockq,avgipde_a,avgipde_b,avgipae_a,avgipae_b,pdockq2_a,pdockq2_b,seed,ipsae,ipsae_d0chn,iptm_af,ipsae_d0dom,iptm_d0chn,seed,sample,ranking_score,iRMSD,TCR-iRMSD,Peptide-RMSD,MHC-iRMSD,CDR3a-RMSD,CDR3b-RMSD,DockQ,iRMSD-DockQ,lRMSD-DockQ,Fnat,Clashes,Quality,avgpdockq2,avgipae,avgipde
6tro,3,92.76798174904944,95.40866666666668,89.46428571428571,93.93209302325582,92.74883720930232,90.9672,93.51180952380952,0.8160000000000001,0.8200000000000001,0.582,0.9658011369802472,0.9480361930774164,0.8216129032258064,0.8216129032258063,0.88006630236132,0.7707724312741491,2144009856,0.65109525,0.8107815,0.8200000000000001,0.8107815,0.8107815,2144009856,3,0.8739910493666881,0.8403997,1.255746,1.2589248,0.61870295,0.56177896,1.1930363,0.804,0.904,4.674,0.909,0,HQ,0.8254193668177345,0.8216129032258064,0.9569186650288317
6tro,2,92.9774235741445,95.58155555555558,89.03142857142858,94.26011627906976,92.93511627906976,90.93339999999998,93.47657142857142,0.8240000000000001,0.8275,0.592,0.9670626925837582,0.9472327937559852,0.8063934426229508,0.8063934426229507,0.883376016922324,0.7658349797855188,2144009856,0.664424,0.821039,0.8275,0.821039,0.821039,2144009856,2,0.8807914439427937,0.80707306,1.3120534,1.2027533,0.53711003,0.7516183,1.2835971,0.81,0.968,3.187,0.848,0,HQ,0.8246054983539215,0.8063934426229507,0.9571477431698717
8d5q,1,91.4959898989899,83.79512820512824,88.23719298245614,83.15313253012047,90.38785714285714,90.82545454545452,89.94967741935486,0.756,0.8025,0.389,0.8947390372569909,0.8428890151766013,0.733409090909091,0.733409090909091,0.5459705836709096,0.3030256912630401,1128450871,0.58464225,0.790057,0.8025,0.790057,0.790057,1128450871,1,0.8700429094814062,1.6602017,2.6210618,1.5177921,1.1866795,3.2184641,1.5863788,0.62,1.434,5.624,0.642,0,MQ,0.42449813746697485,0.733409090909091,0.868814026216796
8d5q,0,91.3462037037037,83.45564102564104,87.90438596491228,83.23638554216869,90.63589285714286,91.2834090909091,89.74225806451612,0.742,0.79,0.353,0.8795370755930653,0.8250126438682254,0.7219512195121952,0.7219512195121952,0.4898694171399835,0.2652323129443454,1128450871,0.57214625,0.7732125000000001,0.79,0.7732125000000001,0.7732125000000001,1128450871,0,0.8660488136764226,1.6947299,2.6761272,1.7128154,1.1853873,3.4218547,1.605608,0.642,1.441,4.953,0.66,0,MQ,0.37755086504216445,0.7219512195121952,0.8522748597306453
8d5q,2,91.60954713804712,84.55589743589744,88.38157894736842,84.37168674698795,90.5525,91.16363636363636,89.92731182795698,0.758,0.8025,0.403,0.8978417773549725,0.8541554766240517,0.733409090909091,0.733409090909091,0.55603547856113,0.3363363998473658,1128450871,0.58278075,0.79006675,0.8025,0.79006675,0.79006675,1128450871,2,0.871215167922604,1.7128398,2.6559606,1.554379,1.2613442,3.3205972,1.5936795,0.619,1.39,6.103,0.66,0,MQ,0.4461859392042479,0.733409090909091,0.8759986269895121
8d5q,4,91.4139797979798,84.07307692307691,87.62245614035086,83.86481927710844,90.79553571428572,90.9784090909091,90.0458064516129,0.75,0.7975000000000001,0.408,0.8771702840741381,0.8409243614283612,0.6991666666666666,0.6991666666666667,0.4828515785046881,0.3034000321913249,1128450871,0.5833435,0.784141,0.7975000000000001,0.784141,0.784141,1128450871,4,0.8698725834642078,1.6509254,2.530646,1.7260716,1.201851,3.109445,1.6073213,0.686,1.345,3.911,0.679,0,MQ,0.39312580534800645,0.6991666666666667,0.8590473227512496
8d5q,3,91.53694444444444,83.92384615384616,88.25508771929825,83.42132530120482,90.62910714285714,91.1968181818182,89.68817204301075,0.756,0.8,0.371,0.8847754919927017,0.8368570113913678,0.7357142857142858,0.7357142857142857,0.5129348339164201,0.288221677279612,1128450871,0.58676175,0.7853655,0.8,0.7853655,0.7853655,1128450871,3,0.8716549314273402,1.6400448,2.5880525,1.5552704,1.1647727,3.174236,1.4946917,0.613,1.392,5.08,0.566,0,MQ,0.4005782555980161,0.7357142857142858,0.8608162516920348
5nmg,2,93.26005105105104,85.43499999999999,92.98217391304348,93.53617283950616,91.21921052631578,88.11866666666666,94.63287356321838,0.8539999999999999,0.865,0.549,0.973859321264294,0.9599913369089522,0.7485714285714286,0.7485714285714286,0.8785515865512417,0.7849840670257976,3740566506,0.710827,0.867531,0.865,0.867531,0.867531,3740566506,2,0.9060047222644184,0.7883922,1.0809021,0.77056587,0.6822033,0.7356829,0.54870087,0.83,0.756,4.186,0.889,0,HQ,0.8317678267885196,0.7485714285714286,0.9669253290866231
5nmg,4,93.64485885885884,88.20045454545455,94.425,95.09617283950617,94.2192105263158,92.283,96.3367816091954,0.8640000000000001,0.8775,0.595,0.9799712339891328,0.9736530869821094,0.7829999999999998,0.7829999999999999,0.9177297432734728,0.8757194013561977,3740566506,0.7372505,0.88093725,0.8775,0.88093725,0.88093725,3740566506,4,0.9111792334341674,0.7957785,1.0974934,0.8827113,0.6724667,0.83923185,0.66546947,0.894,0.555,3.238,0.931,0,HQ,0.8967245723148353,0.7829999999999999,0.976812160485621
5nmg,3,93.51172972972972,88.49431818181819,94.59108695652174,95.05407407407408,93.86947368421052,91.43983333333333,96.17505747126437,0.858,0.875,0.587,0.9790678536775848,0.9710809385055114,0.7891836734693878,0.7891836734693878,0.9145303685280018,0.8647764296265464,3740566506,0.73060475,0.876802,0.875,0.876802,0.876802,3740566506,3,0.9095690798015272,0.7761872,1.0987129,0.68925494,0.66306853,0.6702415,0.6094517,0.861,0.572,4.696,0.944,0,HQ,0.8896533990772741,0.7891836734693878,0.975074396091548
5nmg,1,93.5529084084084,88.18886363636365,94.42434782608696,95.03604938271604,94.20131578947368,92.53616666666667,96.29126436781608,0.8640000000000001,0.8775,0.588,0.9801788791208916,0.9724489405658926,0.8123404255319148,0.8123404255319149,0.9177558460783696,0.8720240715136502,3740566506,0.73704925,0.882115,0.8775,0.882115,0.882115,3740566506,1,0.9142310876544372,0.7822169,1.0588696,0.8083668,0.6778555,0.60443413,0.6515067,0.854,0.614,4.762,0.944,0,HQ,0.89488995879601,0.8123404255319149,0.9763139098433922
5nmg,0,93.38679129129127,87.59022727272726,94.15608695652176,94.69444444444444,93.95947368421052,92.1755,96.04666666666668,0.8560000000000001,0.87,0.588,0.9782629346722664,0.968148547280024,0.82,0.82,0.9097023235672108,0.8507728875675263,3740566506,0.719095,0.87165475,0.87,0.87165475,0.87165475,3740566506,0,0.9059876438992568,0.8192006,1.0741189,0.93301594,0.71436745,0.61244416,0.64529485,0.846,0.616,5.066,0.944,0,HQ,0.8802376055673686,0.82,0.9732057409761452
3tfk,2,91.32715541006203,80.7034693877551,94.7966666666667,85.05815789473684,95.76181818181816,95.08974358974358,96.2414285714286,0.8219999999999998,0.87,0.398,0.9521850189632488,0.9295193668800018,0.8470370370370369,0.8470370370370369,0.7813246350977449,0.6380309514882219,1166267804,0.69790375,0.871494,0.87,0.871494,0.871494,1166267804,2,0.9068500696304304,1.1747677,1.4433582,1.165003,1.0857481,2.026663,0.8206237,0.835,0.793,1.606,0.759,0,MQ,0.7096777932929834,0.8470370370370369,0.9408521929216254
3tfk,3,91.40400930392832,82.26673469387755,95.08555555555554,85.79855263157896,95.76999999999998,95.30615384615383,96.024,0.8119999999999999,0.8625,0.419,0.9486161128631244,0.9277700595716376,0.8356,0.8356,0.769857126106885,0.6366201735150928,1166267804,0.6874359999999999,0.86246725,0.8625,0.86246725,0.86246725,1166267804,3,0.9032566037535716,1.3002498,1.6429282,1.1689658,1.1969974,2.2907748,1.0276368,0.794,0.96,2.867,0.776,0,MQ,0.7032386498109888,0.8356,0.9381930862173811
3tfk,4,91.24978635423844,80.21183673469389,94.9104761904762,84.54302631578946,95.7143181818182,95.03205128205128,96.18642857142856,0.8119999999999999,0.8674999999999999,0.413,0.9550236153448886,0.9346447986547338,0.8726923076923077,0.8726923076923077,0.7943056530486541,0.6662668078785717,1166267804,0.689955,0.86516075,0.8674999999999999,0.86516075,0.86516075,1166267804,4,0.9023987404021088,1.2591981,1.5463753,1.2260329,1.1666011,2.222936,0.7933221,0.826,0.861,1.955,0.776,0,MQ,0.7302862304636129,0.8726923076923077,0.9448342069998112
3tfk,1,91.66631805651276,80.98632653061225,94.82777777777778,85.24328947368421,95.79613636363636,94.93153846153844,96.0957142857143,0.82,0.8674999999999999,0.412,0.9522795203462944,0.9258699369545412,0.8371999999999999,0.8371999999999999,0.782913119703275,0.6186431253584034,1166267804,0.69511425,0.870015,0.8674999999999999,0.870015,0.870015,1166267804,1,0.9078576029652556,1.1457853,1.328354,1.0881506,1.0934389,1.6930921,0.89722484,0.857,0.7,1.347,0.776,0,HQ,0.7007781225308392,0.8371999999999999,0.9390747286504177
3tfk,0,91.87702101998622,82.29448979591837,95.39809523809528,86.72855263157896,96.06,95.32641025641026,96.28171428571432,0.8320000000000001,0.8825000000000001,0.436,0.9595368750732154,0.943686944265122,0.833103448275862,0.8331034482758619,0.8136427474000723,0.6905181450240272,1166267804,0.7157835,0.88385025,0.8825000000000001,0.88385025,0.88385025,1166267804,0,0.9142575496638952,1.2221807,1.50172,1.194606,1.131484,2.226607,0.829511,0.825,0.767,2.13,0.741,0,MQ,0.7520804462120497,0.8331034482758619,0.9516119096691686
5hho,4,88.97387405159331,76.03972222222222,81.45755555555556,75.47590163934424,84.67564102564104,74.56217391304348,79.23244444444444,0.5,0.265,0.162,0.2001454350005553,0.2620207285717889,0.1608695652173913,0.1608695652173913,0.0129058388938693,0.0145831899678431,832626177,0.0,0.0,0.265,0.13401625,0.13401625,832626177,4,0.5674580699751356,2.4378464,4.163022,2.6850574,1.59538,3.3747034,4.631774,0.441,2.435,5.615,0.353,0,AQ,0.0137445144308562,0.1608695652173913,0.2310830817861721
5hho,3,89.32462670713203,75.00722222222221,80.60755555555555,74.82475409836067,84.56974358974361,74.09826086956522,78.4118888888889,0.476,0.2275,0.129,0.1860314224354437,0.2434513829462824,0.1506666666666666,0.1506666666666666,0.0123642452009167,0.0130556507922033,832626177,0.0,0.0,0.2275,0.11804225,0.11804225,832626177,3,0.5418077291982547,1.5616792,2.6485822,2.2502666,0.9146178,2.827601,3.1680248,0.566,1.454,5.156,0.451,0,MQ,0.01270994799656,0.1506666666666666,0.21474140269086306
5hho,2,88.68901365705614,74.29666666666667,79.546,73.6672131147541,84.11333333333332,72.89369565217392,78.49122222222222,0.4640000000000001,0.2125,0.183,0.1697829201536771,0.2117121308650043,0.1157575757575757,0.1157575757575757,0.011759462000142,0.0120061787327179,832626177,0.0,0.0,0.2125,0.10935025,0.10935025,832626177,2,0.5401259703208722,2.7437415,4.7726626,3.042679,1.7245212,4.7534113,4.6914883,0.268,3.064,11.924,0.275,1,AQ,0.01188282036642995,0.1157575757575757,0.1907475255093407
5hho,0,89.21123520485585,75.71777777777778,81.61466666666666,75.41262295081967,84.66076923076925,74.73869565217392,79.16166666666666,0.482,0.2475,0.169,0.2039591038901826,0.2600862928520308,0.13,0.13,0.0129825855462638,0.0144622463555936,832626177,0.0,0.0,0.2475,0.12261225,0.12261225,832626177,0,0.5507240625169076,1.3320667,2.1199925,2.0912437,0.8400775,1.6483271,3.008508,0.738,0.97,2.831,0.608,0,MQ,0.013722415950928699,0.13,0.23202269837110667
5hho,1,89.36694688922611,75.08694444444444,80.74288888888888,74.97344262295084,84.77897435897437,73.98043478260868,79.26844444444444,0.48,0.2325,0.137,0.1865425423978845,0.2383661483651588,0.12,0.12,0.0119239461814351,0.0133798057740241,832626177,0.0,0.0,0.2325,0.120324,0.120324,832626177,1,0.5488063835419984,2.8970478,5.212501,2.6023035,1.7903509,1.4352924,5.755894,0.295,3.866,8.872,0.275,0,AQ,0.0126518759777296,0.12,0.21245434538152164
1nam,4,91.285250755287,85.78779661016948,88.68042857142858,77.4975,90.07482142857144,90.18409090909093,89.69089887640449,0.768,0.7675000000000001,0.41,0.8656003864703754,0.7458877188114507,0.64325,0.6432499999999999,0.5565511269303961,0.1476387932064286,1124868266,0.536482,0.745939,0.7675000000000001,0.745939,0.745939,1124868266,4,0.8417766015558914,1.3318179,2.737725,0.6108693,0.80194014,5.481018,1.266177,0.699,1.193,3.66,0.64,0,AQ,0.35209496006841234,0.6432499999999999,0.805744052640913
1nam,3,91.89546626384691,86.83966101694915,88.89657142857143,79.07557692307691,91.11285714285714,91.17295454545454,90.96359550561796,0.792,0.8,0.387,0.9142316404671345,0.824433338563185,0.6625,0.6625,0.6848955493321223,0.2588211402994262,1124868266,0.584499,0.789199,0.8,0.789199,0.789199,1124868266,3,0.8673896928059766,1.1139399,2.108026,0.7281402,0.77504104,2.6635888,1.4356786,0.732,1.052,3.055,0.64,1,MQ,0.47185834481577427,0.6625,0.8693324895151597
1nam,2,92.00701913393756,87.56491525423728,89.53828571428572,81.90019230769232,91.30982142857144,91.2081818181818,90.46539325842696,0.7939999999999999,0.805,0.432,0.940057598262383,0.8725969243921525,0.7040000000000002,0.7040000000000001,0.7611825058520357,0.3938320473508167,1124868266,0.59510825,0.79547125,0.805,0.79547125,0.79547125,1124868266,2,0.8701811419161254,1.4717041,3.0887833,0.71755487,0.8326894,4.6390753,1.3130288,0.605,1.608,4.109,0.54,0,MQ,0.5775072766014262,0.7040000000000002,0.9063272613272677
1nam,0,91.72629204431016,85.3127118644068,87.99300000000001,77.62634615384614,91.28321428571428,90.80704545454545,90.3791011235955,0.782,0.785,0.422,0.9159506717111748,0.8337370392056391,0.6672972972972975,0.6672972972972974,0.6834138518331271,0.2722558897177996,1124868266,0.566574,0.7734735,0.785,0.7734735,0.7734735,1124868266,0,0.8602362943033429,1.146296,2.154456,0.9918214,0.7801706,2.502225,1.3114825,0.734,1.143,3.002,0.68,1,MQ,0.4778348707754634,0.6672972972972975,0.874843855458407
1nam,1,91.62374219536756,86.08457627118644,89.06885714285715,79.76326923076923,89.82124999999999,89.77727272727272,88.69011235955055,0.772,0.77,0.389,0.8916090943497984,0.7716691507744663,0.6803571428571429,0.6803571428571429,0.6194177927761777,0.1812750939173148,1124868266,0.5440255,0.754321,0.77,0.754321,0.754321,1124868266,1,0.8484694972016436,1.4608114,3.095646,0.6710838,0.8050746,5.6688414,1.6750797,0.618,1.353,4.22,0.5,0,AQ,0.40034644334674624,0.6803571428571429,0.8316391225621323
8wte,3,90.6341012540641,80.32314814814812,86.98391304347828,87.57,89.43257142857142,84.21142857142857,87.35842105263158,0.6639999999999999,0.5774999999999999,0.415,0.6699288072682635,0.7161186242056761,0.5073469387755101,0.5073469387755102,0.1431622025590683,0.1679422023529307,2018669380,0.13896275,0.46225225,0.5774999999999999,0.41744275,0.41744275,2018669380,3,0.7437740710714543,1.3858017,2.9875696,1.5849853,0.7653506,2.5143943,2.320704,0.593,1.609,5.834,0.635,0,MQ,0.1555522024559995,0.5073469387755101,0.6930237157369699
8wte,4,90.72460133147544,80.13166666666667,86.57673913043479,88.11817073170732,90.104,84.43357142857144,88.07642105263159,0.666,0.5800000000000001,0.432,0.6809251549999408,0.7304054865742469,0.4991489361702127,0.4991489361702128,0.1535457854391605,0.1883653316299839,2018669380,0.1324315,0.46461625,0.5800000000000001,0.415534,0.415534,2018669380,4,0.7431663872482308,1.3844126,2.9357417,1.8108071,0.7604809,2.7121449,2.3872623,0.551,1.7,6.782,0.603,0,MQ,0.1709555585345722,0.4991489361702127,0.7056653207870938
8wte,2,90.58593435516336,79.22296296296297,86.49565217391304,86.13914634146342,88.02628571428572,81.53339285714284,86.52021052631581,0.63,0.5225,0.378,0.61557426269259,0.672119209617862,0.501590909090909,0.5015909090909091,0.1003700535037334,0.1200828368169664,2018669380,0.093125,0.43200875,0.5225,0.36830025,0.36830025,2018669380,2,0.7128673171814612,1.3710865,2.9133248,1.7090123,0.76403815,2.5363226,2.182144,0.606,1.553,5.151,0.603,0,MQ,0.1102264451603499,0.501590909090909,0.643846736155226
8wte,0,90.3557686948444,80.08611111111112,87.26434782608696,87.625,89.70314285714285,83.80857142857143,87.26136842105265,0.65,0.5575,0.393,0.6397864587909369,0.6908317600551775,0.5027659574468085,0.5027659574468085,0.1208930088317122,0.1473250976030278,2018669380,0.1186722499999999,0.441866,0.5575,0.392851,0.392851,2018669380,0,0.7346269132545103,1.343143,2.861242,1.6827164,0.7418387,2.4273915,2.3112264,0.614,1.502,6.102,0.683,0,MQ,0.13410905321737,0.5027659574468085,0.6653091094230572
8wte,1,90.55392165969964,79.71833333333333,85.675,88.0658536585366,89.80942857142857,84.65357142857144,87.83831578947368,0.67,0.59,0.399,0.7098126073735607,0.7541773357169937,0.4913043478260868,0.491304347826087,0.1790500114702075,0.213023575347922,2018669380,0.15914925,0.48491275,0.59,0.43977925,0.43977925,2018669380,1,0.7461838473456988,1.369521,2.8776865,1.7002131,0.7865324,2.548519,2.1288579,0.545,1.658,7.454,0.619,0,MQ,0.19603679340906474,0.4913043478260869,0.7319949715452772
7n2q,0,90.8705017379477,76.35808510638297,77.71568965517244,73.5114285714286,82.1340625,78.16944444444444,71.95577319587629,0.588,0.4625,0.158,0.5758065548642046,0.5762751586285855,0.3259090909090908,0.3259090909090909,0.0719515115199334,0.0522361977072587,187007995,0.08601175,0.42454375,0.4625,0.35261125,0.35261125,187007995,0,0.6796591190439695,1.6609726,3.192793,1.6817622,0.79670805,3.5271597,5.041644,0.556,1.23,7.246,0.492,0,AQ,0.06209385461359605,0.32590909090909087,0.576040856746395
7n2q,1,90.6146713011939,74.95276595744681,76.7398275862069,72.87974025974026,82.501875,78.32314814814815,72.05546391752577,0.5720000000000001,0.435,0.241,0.5646044946459933,0.5545550627935831,0.3851428571428572,0.3851428571428572,0.0669655349386248,0.0427122379752864,187007995,0.06245225,0.41777275,0.435,0.3318765,0.3318765,187007995,1,0.6573327167332934,1.9186418,3.3477762,2.0501902,1.2189735,3.636695,3.241901,0.463,1.999,7.897,0.492,0,AQ,0.0548388864569556,0.3851428571428572,0.5595797787197883
7n2q,4,90.67385371014056,75.2844680851064,76.97327586206897,74.07948051948053,82.41874999999999,78.74518518518518,72.4341237113402,0.5700000000000001,0.435,0.231,0.5513250211878536,0.5410778415288883,0.3617948717948718,0.3617948717948717,0.0621532990482678,0.040997904116522,187007995,0.05899475,0.4088175,0.435,0.3249635,0.3249635,187007995,4,0.6584170909513489,1.9277159,3.4337792,2.1543424,1.1508324,3.3014321,3.274427,0.406,2.198,10.58,0.508,0,AQ,0.0515756015823949,0.36179487179487174,0.546201431358371
7n2q,3,90.63233338370864,75.02361702127659,74.56344827586207,71.71571428571428,82.44125,78.62518518518516,69.92628865979381,0.542,0.38,0.203,0.4455191806200368,0.4643360061947192,0.2712121212121212,0.2712121212121212,0.0353593246433241,0.0291078824826811,187007995,0.01320075,0.3725555,0.38,0.257669,0.257669,187007995,3,0.6140904808954704,3.9338458,7.781148,1.9143517,1.9546267,8.02174,5.0812984,0.184,5.908,15.932,0.271,0,LQ,0.0322336035630026,0.2712121212121212,0.454927593407378
7n2q,2,90.55441740970228,75.37063829787235,76.20706896551725,72.95792207792206,80.690625,76.68777777777778,68.5419587628866,0.526,0.3425,0.19,0.4145830890137952,0.454472050978933,0.1569047619047619,0.1569047619047619,0.0296379893719698,0.0297838520385595,187007995,0.0119825,0.3541134999999999,0.3425,0.22188525,0.22188525,187007995,2,0.6189881039024583,2.7730381,5.1229386,1.6607224,1.7025785,6.059015,4.388288,0.305,3.266,11.993,0.407,0,AQ,0.029710920705264647,0.1569047619047619,0.4345275699963641
2nx5,0,94.08348447961048,92.81175,96.41953488372091,93.7955,89.66300000000003,93.78021739130432,91.98809523809526,0.8320000000000001,0.835,0.514,0.8673744736235899,0.927215015133338,0.825945945945946,0.825945945945946,0.4273784417174933,0.7086288112985294,3751466620,0.6744685,0.8314615,0.835,0.8314615,0.8314615,3751466620,0,0.9223172190714486,1.7547704,1.6072834,4.9216733,0.8224175,1.5840077,1.4340334,0.721,1.32,2.64,0.688,1,MQ,0.5680036265080113,0.825945945945946,0.897294744378464
2nx5,1,94.43166768107122,93.72925,96.9213953488372,95.075125,90.4156,94.35260869565217,93.25464285714284,0.866,0.875,0.517,0.9198389350410368,0.9535923017283384,0.7983333333333333,0.7983333333333332,0.5834278120723118,0.8013236686272487,3751466620,0.7173287500000001,0.8722332500000001,0.875,0.8722332500000001,0.8722332500000001,3751466620,1,0.9364563300474262,1.0488802,1.6555735,0.9124063,0.802854,1.5830858,1.3070564,0.753,1.047,3.585,0.738,0,MQ,0.6923757403497802,0.7983333333333333,0.9367156183846876
2nx5,3,94.33423006695072,92.727,96.59534883720929,93.874125,89.6058,93.80804347826088,91.91761904761904,0.842,0.84,0.505,0.8742645389809323,0.9225372158823872,0.8163888888888889,0.8163888888888888,0.4250472338320649,0.6968624792253135,3751466620,0.6820135,0.838283,0.84,0.838283,0.838283,3751466620,3,0.926600534919751,1.8684431,1.8140243,5.222355,0.8259282,1.6623658,1.6478906,0.684,1.39,2.813,0.613,0,MQ,0.5609548565286893,0.8163888888888888,0.8984008774316598
2nx5,4,94.38471850273888,93.77375,96.9653488372093,95.05275000000002,90.7358,94.51782608695652,93.50238095238096,0.874,0.8825000000000001,0.525,0.9397589766821,0.9602688045483349,0.7867567567567567,0.7867567567567566,0.6617437174958632,0.8217962563693892,3751466620,0.719332,0.88480175,0.8825000000000001,0.88480175,0.88480175,3751466620,4,0.935472053125001,1.0454215,1.663191,0.9378435,0.78810525,1.576219,1.2836666,0.769,1.045,2.701,0.725,0,MQ,0.7417699869326262,0.7867567567567566,0.9500138906152173
2nx5,2,94.48391052951918,94.087,96.85767441860466,95.2095,90.38,94.54478260869564,93.22214285714286,0.8720000000000001,0.8775,0.532,0.929391830630266,0.9570323110059348,0.8024324324324325,0.8024324324324322,0.6208140111380532,0.8087451660193642,3751466620,0.7245017499999999,0.87910275,0.8775,0.87910275,0.87910275,3751466620,2,0.9369355961308352,1.0627013,1.6471853,1.073392,0.80971235,1.5136938,1.3339753,0.779,1.027,2.339,0.725,0,MQ,0.7147795885787087,0.8024324324324323,0.9432120708181004
5sws,2,88.1053381862299,81.5948076923077,82.21818181818182,71.89,83.73463414634146,80.39105263157894,81.78753246753247,0.6679999999999999,0.575,0.304,0.5723908061441204,0.5304172253546486,0.397948717948718,0.397948717948718,0.1026764944908284,0.0429029708964054,1524082854,0.12789375,0.41302075,0.575,0.36924475,0.36924475,1524082854,2,0.7351631332385341,7.5898824,16.626764,3.5989795,3.5239503,13.196434,11.461801,0.031,16.0,36.355,0.033,0,LQ,0.0727897326936169,0.397948717948718,0.5514040157493845
5sws,4,87.31607976948742,79.67461538461538,80.64672727272726,68.9695238095238,80.84341463414634,76.95087719298245,78.97,0.5980000000000001,0.4649999999999999,0.254,0.4470506013304711,0.4448547452425164,0.4044117647058823,0.4044117647058823,0.0458947153854692,0.0267980914769082,1524082854,0.02346075,0.360949,0.4649999999999999,0.26856525,0.26856525,1524082854,4,0.6721849776658225,7.590145,16.61862,3.5616026,3.5371473,13.001105,11.162201,0.025,16.214,37.241,0.017,1,LQ,0.0363464034311887,0.4044117647058823,0.44595267328649374
5sws,3,87.14630421595389,78.57,79.66927272727271,67.73214285714286,79.66121951219513,76.29245614035086,78.43584415584414,0.5820000000000001,0.4375,0.211,0.4481253201203818,0.4214031777502728,0.3830555555555556,0.3830555555555556,0.0448916215359684,0.0216875648002916,1524082854,0.02131975,0.366697,0.4375,0.26083575,0.26083575,1524082854,3,0.6543557469720629,7.6338043,16.687243,3.6681676,3.5774527,13.230108,10.633658,0.025,16.047,37.53,0.017,0,LQ,0.03328959316813,0.3830555555555556,0.4347642489353273
5sws,1,87.41234758871701,79.61596153846153,80.52745454545453,69.01035714285715,80.59756097560974,78.25350877192982,78.81753246753246,0.6060000000000001,0.4775,0.274,0.4724836481930552,0.4603351612636951,0.3918918918918919,0.3918918918918919,0.0525640971162819,0.0278983792903732,1524082854,0.0371475,0.368067,0.4775,0.2860675,0.2860675,1524082854,1,0.6811646667671226,7.439785,16.366037,3.4150758,3.3919435,12.454952,10.779907,0.025,15.992,37.463,0.017,1,LQ,0.04023123820332755,0.3918918918918919,0.46640940472837517
5sws,0,88.12412647861693,80.58211538461538,82.08018181818181,71.40869047619046,83.54804878048782,80.76403508771932,81.05805194805195,0.6679999999999999,0.575,0.305,0.5666229164171346,0.5519827632651847,0.4271428571428571,0.4271428571428571,0.0986163236098207,0.0497718697058219,1524082854,0.13180125,0.41728675,0.575,0.3761252499999999,0.3761252499999999,1524082854,0,0.7340681145389508,7.6049476,16.718754,3.4940324,3.4785142,14.753408,11.286203,0.031,16.043,36.887,0.033,0,LQ,0.0741940966578213,0.4271428571428571,0.5593028398411597
3pwp,4,94.71506853441782,94.37477272727271,94.6232608695652,96.3304761904762,95.9336170212766,96.96941176470588,94.11241379310344,0.876,0.8925000000000001,0.599,0.9770962259939742,0.9417348991035048,0.8112727272727273,0.8112727272727274,0.9189712110787416,0.7947502587342901,1671584454,0.7644445,0.8973377499999999,0.8925000000000001,0.8973377499999999,0.8973377499999999,1671584454,4,0.9284724747165044,0.67129153,0.95072216,1.0288935,0.4571059,0.3599183,1.007977,0.938,0.427,2.116,0.948,0,HQ,0.8568607349065158,0.8112727272727274,0.9594155625487395
3pwp,3,95.0140924838078,95.0475,95.04304347826086,96.36619047619048,95.8904255319149,97.00794117647058,94.37137931034482,0.8859999999999999,0.9025,0.614,0.9783230732707292,0.945110054693446,0.7911864406779661,0.7911864406779661,0.9217801513522428,0.8020695288158359,1671584454,0.78445,0.90736775,0.9025,0.90736775,0.90736775,1671584454,3,0.9358787642464018,0.65957975,0.9230374,0.83086646,0.49778304,0.51151997,0.81934077,0.928,0.426,2.685,0.948,0,HQ,0.8619248400840394,0.7911864406779661,0.9617165639820876
3pwp,2,95.05832806145504,94.94022727272728,94.72543478260872,96.29464285714286,95.8972340425532,96.94882352941175,94.40597701149424,0.882,0.9,0.599,0.9794310175916564,0.951460423780438,0.8069642857142857,0.8069642857142857,0.924270118443869,0.8189517880815318,1671584454,0.78043775,0.90466975,0.9,0.90466975,0.90466975,1671584454,2,0.933589790098647,0.6764909,0.95588446,0.8340949,0.5075066,0.50948966,1.0195215,0.948,0.445,1.716,0.966,0,HQ,0.8716109532627003,0.8069642857142857,0.9654457206860472
3pwp,0,94.87096701310438,94.93863636363636,95.025,96.41642857142855,95.90489361702129,96.92941176470588,94.24413793103447,0.882,0.9025,0.611,0.9790536807977712,0.9545345073195534,0.8003703703703704,0.8003703703703704,0.9232536489814066,0.8286223595942916,1671584454,0.777021,0.90495975,0.9025,0.90495975,0.90495975,1671584454,0,0.9330171936793228,0.6772887,0.95715576,1.0200682,0.46740606,0.45988965,0.95241547,0.947,0.46,1.292,0.948,0,HQ,0.8759380042878491,0.8003703703703704,0.9667940940586623
3pwp,1,94.8119972887483,94.18818181818182,94.87,96.17107142857142,95.8091489361702,96.8905882352941,94.11747126436782,0.876,0.89,0.582,0.9753500844425378,0.9504831284410667,0.8413725490196078,0.8413725490196079,0.9119132287756028,0.8164804211136936,1671584454,0.75924225,0.8956115,0.89,0.8956115,0.8956115,1671584454,1,0.928258077941924,0.6582458,0.850332,0.95085377,0.5189323,0.52830696,0.9425729,0.899,0.396,4.083,0.948,0,HQ,0.8641968249446481,0.8413725490196078,0.9629166064418022
